ACC:0.0,0.0,0.0,1392863542295
ACC:0.0,0.0,0.0,1392863542401
ACC:0.0,0.0,0.0,1392863542575
ACC:0.0,0.0,0.0,1392863542627
ACC:0.0,0.0,0.0,1392863542634
ACC:0.0,0.0,0.0,1392863542654
ACC:0.0,0.0,0.0,1392863542674
ACC:0.0,0.0,0.0,1392863542695
ACC:0.0,0.0,0.0,1392863542721
ACC:0.0,0.0,0.0,1392863542739
ACC:0.0,0.0,0.0,1392863542777
ACC:0.0,0.0,0.0,1392863542806
ACC:0.0,0.0,0.0,1392863542836
ACC:0.0,0.0,0.0,1392863542877
ACC:0.0,0.0,0.0,1392863543116
ACC:0.0,0.0,0.0,1392863543135
ACC:0.0,0.0,0.0,1392863543157
ACC:0.0,0.0,0.0,1392863543256
GPS:34.019958,-118.2897697,1392863543265
ACC:0.0,0.0,0.0,1392863543305
ACC:0.0,0.0,0.0,1392863543315
ACC:0.0,0.0,0.0,1392863543462
ACC:0.0,0.0,0.0,1392863543480
ACC:0.0,0.0,0.0,1392863543537
ACC:0.0,0.0,0.0,1392863543537
ACC:0.0,0.0,0.0,1392863543582
ACC:0.0,0.0,0.0,1392863543604
ACC:0.0,0.0,0.0,1392863543625
ACC:0.0,0.0,0.0,1392863543636
ACC:0.0,0.0,0.0,1392863543676
ACC:0.0,0.0,0.0,1392863543722
ACC:0.0,0.0,0.0,1392863543745
ACC:0.0,0.0,0.0,1392863543760
ACC:0.0,0.0,0.0,1392863543776
ACC:0.0,0.0,0.0,1392863543795
ACC:0.0,0.0,0.0,1392863543816
ACC:0.0,0.0,0.0,1392863543836
ACC:0.0,0.0,0.0,1392863543858
ACC:0.0,0.0,0.0,1392863543876
ACC:0.0,0.0,0.0,1392863543895
ACC:0.0,0.0,0.0,1392863543915
ACC:0.0,0.0,0.0,1392863543935
ACC:0.0,0.0,0.0,1392863543960
ACC:0.0,0.0,0.0,1392863543978
ACC:0.0,0.0,0.0,1392863543998
ACC:0.0,0.0,0.0,1392863544015
ACC:0.0,0.0,0.0,1392863544035
ACC:0.0,0.0,0.0,1392863544059
ACC:0.0,0.0,0.0,1392863544083
ACC:0.0,0.0,0.0,1392863544097
ACC:0.0,0.0,0.0,1392863544116
ACC:0.0,0.0,0.0,1392863544155
ACC:0.0,0.0,0.0,1392863544183
ACC:0.0,0.0,0.0,1392863544196
ACC:0.0,0.0,0.0,1392863544217
ACC:0.0,0.0,0.0,1392863544249
ACC:0.0,0.0,0.0,1392863544257
ACC:0.0,0.0,0.0,1392863544322
ACC:0.0,0.0,0.0,1392863544377
ACC:0.0,0.0,0.0,1392863544396
ACC:0.0,0.0,0.0,1392863544423
ACC:0.0,0.0,0.0,1392863544441
ACC:0.0,0.0,0.0,1392863544454
ACC:0.0,0.0,0.0,1392863544474
ACC:0.0,0.0,0.0,1392863544494
ACC:0.0,0.0,0.0,1392863544515
ACC:0.0,0.0,0.0,1392863544538
ACC:0.0,0.0,0.0,1392863544555
ACC:0.0,0.0,0.0,1392863544579
ACC:0.0,0.0,0.0,1392863544595
ACC:0.0,0.0,0.0,1392863544615
ACC:0.0,0.0,0.0,1392863544646
ACC:0.0,0.0,0.0,1392863544657
ACC:0.0,0.0,0.0,1392863544674
ACC:0.0,0.0,0.0,1392863544695
ACC:0.0,0.0,0.0,1392863544738
ACC:0.0,0.0,0.0,1392863544754
ACC:0.0,0.0,0.0,1392863544795
ACC:0.0,0.0,0.0,1392863544823
ACC:0.0,0.0,0.0,1392863544855
ACC:0.0,0.0,0.0,1392863545125
ACC:0.0,0.0,0.0,1392863545224
ACC:0.0,0.0,0.0,1392863545324
ACC:0.0,0.0,0.0,1392863545561
ACC:0.0,0.0,0.0,1392863545725
ACC:0.0,0.0,0.0,1392863545824
ACC:0.0,0.0,0.0,1392863545925
ACC:0.0,0.0,0.0,1392863546024
ACC:0.0,0.0,0.0,1392863546131
ACC:0.0,0.0,0.0,1392863546724
GPS:34.01995806,-118.28976958,1392863546196
ACC:0.0,0.0,0.0,1392863547126
ACC:0.0,0.0,0.0,1392863547225
ACC:0.0,0.0,0.0,1392863547334
ACC:0.0,0.0,0.0,1392863547427
ACC:0.0,0.0,0.0,1392863547525
ACC:0.0,0.0,0.0,1392863547625
ACC:0.0,0.0,0.0,1392863547725
ACC:0.0,0.0,0.0,1392863547924
ACC:0.0,0.0,0.0,1392863548127
ACC:0.0,0.0,0.0,1392863548224
ACC:0.0,0.0,0.0,1392863548324
ACC:0.0,0.0,0.0,1392863548424
ACC:0.0,0.0,0.0,1392863548529
ACC:0.0,0.0,0.0,1392863548646
ACC:0.0,0.0,0.0,1392863548732
ACC:0.0,0.0,0.0,1392863548827
ACC:0.0,0.0,0.0,1392863548927
ACC:0.0,0.0,0.0,1392863549026
GPS:34.01995813,-118.28976948,1392863549075
ACC:0.0,0.0,0.0,1392863549125
ACC:0.0,0.0,0.0,1392863549229
ACC:0.0,0.0,0.0,1392863549326
ACC:0.0,0.0,0.0,1392863549426
ACC:0.0,0.0,0.0,1392863549527
ACC:0.0,0.0,0.0,1392863549627
ACC:0.0,0.0,0.0,1392863549731
ACC:0.0,0.0,0.0,1392863549835
ACC:0.0,0.0,0.0,1392863549927
ACC:0.0,0.0,0.0,1392863550029
ACC:0.0,0.0,0.0,1392863550276
ACC:0.0,0.0,0.0,1392863550300
ACC:0.0,0.0,0.0,1392863550316
ACC:0.0,0.0,0.0,1392863550340
ACC:0.0,0.0,0.0,1392863550364
ACC:0.0,0.0,0.0,1392863550382
ACC:0.0,0.0,0.0,1392863550399
ACC:0.0,0.0,0.0,1392863550456
ACC:0.0,0.0,0.0,1392863550482
ACC:0.0,0.0,0.0,1392863550502
ACC:0.0,0.0,0.0,1392863550535
ACC:0.0,0.0,0.0,1392863550555
ACC:0.0,0.0,0.0,1392863550583
ACC:0.0,0.0,0.0,1392863550595
ACC:0.0,0.0,0.0,1392863550617
ACC:0.0,0.0,0.0,1392863550646
ACC:0.0,0.0,0.0,1392863550666
ACC:0.0,0.0,0.0,1392863550682
ACC:0.0,0.0,0.0,1392863550698
ACC:0.0,0.0,0.0,1392863550716
